,tconst,actors,originalTitle,genres,directors,writers,averageRating,numVotes,language
38484,tt7772602,"nm10657699,nm3018183,nm3275500,nm1692270,nm1929609,nm1330716,nm8244117,nm6964082,nm11522816,nm5248879",In the Dark,"Action,Crime,Horror","nm0197855,nm0326246,nm1088461,nm5196858,nm0716813,nm0118665,nm0568840,nm1499979,nm0002836,nm0795290,nm1585729,nm1457361,nm1286069,nm0001718,nm0136603,nm1742910,nm0343622,nm1330716,nm1692270,nm0200380,nm1154594,nm3399862,nm0957198,nm8663041,nm4798588,nm3222363","nm1330716,nm8244117,nm5959803,nm5964545,nm9492845,nm4438517,nm4867146,nm3846303,nm1740989,nm6980978,nm9763080,nm5626577,nm5925026,nm8750543,nm0877377,nm3716988,nm0719823,nm1974010,nm0044828,nm0296929,nm10767264,nm1743408,nm1926243",7.5,13721,en
38496,tt7776244,"nm12274494,nm1645591,nm3980160,nm2065660,nm4244168,nm2280125,nm4586493,nm12274491,nm12274495,nm5402950",Terrace House: Opening New Doors,"Drama,Reality-TV",\N,\N,7.8,1013,en
38498,tt7781554,"nm2057743,nm1764355,nm3816889,nm13273201,nm5685394,nm9711765,nm4480587,nm1279922,nm9506063,nm3525672",Bepannah,"Drama,Mystery,Romance","nm7907971,nm4406069,nm5208248,nm12626916","nm9624300,nm5607998,nm8457562,nm6427250",7.5,1445,en
38502,tt7782022,nm2788751,Dope,"Crime,Documentary","nm6239211,nm8071832,nm3048444,nm2636114,nm1785608,nm3988341,nm1773618,nm8951467",nm3048444,7.3,1721,en
38505,tt7784442,"nm0465160,nm2418653,nm2149245,nm6929960,nm5775182,nm3150446,nm3646959,nm2044600,nm0840720,nm6728149",Kyaputen Tsubasa,"Animation,Drama,Sport","nm2046546,nm2179469","nm1026559,nm1138389",8.2,1708,en
38507,tt7784996,"nm11431623,nm5930988,nm9507956,nm8767421,nm9507958,nm9507957,nm9310617,nm9507959,nm0578525,nm6835279",The Hunt for the Zodiac Killer,"Crime,History,Reality-TV",\N,\N,6.8,541,fr
38510,tt7785420,"nm0887511,nm0810722,nm2205858,nm2114593,nm12120381,nm2049325,nm1598748,nm3816070,nm1240215,nm3731039",Keizersvrouwen,"Crime,Drama","nm4537577,nm0813786","nm2049325,nm1598748,nm1911240,nm1754551,nm0088858,nm1084220",6.4,940,en
38517,tt7786486,"nm9174828,nm9508580,nm9508581,nm4076249,nm10167395,nm5576473,nm0993458,nm10167596,nm0415725,nm0210522",Superwog,Comedy,"nm9508581,nm9508580","nm9508581,nm9508580,nm0757962",7.5,1251,en
38530,tt7790776,"nm4785118,nm3961240,nm6441957,nm4438173,nm4679086,nm2491814,nm1145982,nm1014554,nm10124402,nm10476229",Houseki no Kuni,"Action,Animation,Fantasy","nm3558314,nm1062620,nm8154243,nm9785377","nm1840994,nm7386129,nm3770201,nm1969536",7.9,1691,en
38535,tt7801780,"nm7690274,nm1164730,nm0271657,nm9800383,nm2482391,nm0416508,nm1336213,nm3551000,nm0191529,nm2764229",Origin,"Horror,Sci-Fi","nm0027271,nm1067853,nm0575726,nm0855300,nm0915416","nm5865186,nm10261016,nm2855042,nm0521454,nm6467361",7.1,7368,en
38543,tt7801964,"nm0377807,nm0167340,nm0086865,nm1257280,nm1643154,nm2059560,nm0323764,nm0630496,nm4268006,nm0015617",Manhunt,"Biography,Crime,Drama",nm0263009,"nm8293584,nm0926231",7.6,9197,en
38553,tt7804132,"nm12619936,nm0703225,nm7452862,nm11517225,nm12098038,nm12618758,nm12619061,nm12619355,nm12614178,nm12619809",The World's Most Extraordinary Homes,Documentary,"nm1658061,nm2390525,nm9898381,nm0916880,nm7775644",\N,7.5,3563,en
38557,tt7806456,"nm1679151,nm5935781,nm1926453,nm4663718,nm0408538,nm0025052,nm0016371,nm1754185,nm4606441,nm5412917",Il miracolo,"Drama,Mystery","nm0025052,nm0613359,nm0670990","nm0025052,nm1836999,nm0244457,nm3812261,nm0545690",7.5,1645,en
38560,tt7808370,"nm7554656,nm6548466,nm5092426,nm9551054,nm9551055,nm7295649,nm4033859,nm7523501,nm5266769,nm1989245",Pop Team Epic,"Animation,Comedy","nm4163969,nm9519666,nm9114323,nm8841738,nm8483740,nm9534417,nm9670104,nm7788842,nm6095183,nm6124552","nm9770351,nm4163969",6.9,920,ja
38562,tt7808566,"nm8198471,nm2129662,nm2915105,nm0005380,nm2045884,nm7770881,nm4975569,nm9531463,nm5821126,nm1282920",Made for Love,"Comedy,Drama,Sci-Fi","nm2370148,nm0329183,nm0174483,nm0902939,nm0004176,nm0007096","nm7770881,nm4975569,nm9531463,nm5821126,nm9173330,nm2434411,nm3061701,nm3777196,nm1683850,nm10140419,nm13618334",6.9,11333,en
38573,tt7809420,"nm4726999,nm3150488,nm1002641,nm8115155,nm1926453,nm0177396,nm6216593,nm0430667,nm3018580,nm1296459",That Dirty Black Bag,"Drama,Western","nm8274248,nm1746948","nm8274248,nm4593405,nm4673026,nm4432698,nm8010825",7.1,2896,ja
38585,tt7814574,"nm2348494,nm0722676,nm4045170,nm5021400,nm3631965,nm4974834,nm8002676,nm5092426,nm0558905,nm7251897",Junji Itô: Korekushon,"Animation,Drama,Horror","nm3670298,nm2045757",nm0411702,6.6,1212,ja
38589,tt7817340,"nm1344255,nm2375297,nm2857778,nm1544650,nm0479527,nm1303956,nm6375455,nm0451600,nm0598213,nm7780133",New Amsterdam,Drama,"nm0806252,nm0552140,nm0327064,nm0005022,nm0769135,nm0500685,nm0668350,nm2375297,nm0032375,nm0004801,nm2727412,nm0069513,nm0219491,nm0443181,nm0954034,nm0509183,nm8663041,nm0957197,nm1680892,nm5024288,nm0998285,nm0000530,nm0665321,nm0141961,nm0811611,nm0696300,nm0005154,nm0542960","nm4080457,nm0001027,nm2337556,nm1844375,nm1549205,nm1420267,nm3188409,nm3922399,nm9571642,nm0543967,nm1443484,nm13649471,nm10403490,nm3846254,nm1243435,nm9442671,nm1142762,nm1133404,nm7691311",8.0,40075,en
38600,tt7817930,"nm1977808,nm0955782,nm1845301,nm2100867,nm4437940,nm9965497,nm0943180,nm6174585,nm5149335,nm7928249",Ru yi zhuan,"Drama,History",nm3459442,nm5019026,7.7,785,ja
38605,tt7817942,"nm1165906,nm5262151,nm4258553,nm7094545,nm5204923,nm6249492,nm7184633,nm1065711,nm9525210,nm5025494",Radio Romaenseu,"Drama,Romance",nm8674671,nm9525211,6.7,979,en
38609,tt7817966,"nm1117728,nm6324813,nm7191344,nm1118621,nm3789806,nm8659042,nm0948588,nm1031876,nm3787759,nm2613190",Neodo Inganini,"Comedy,Drama,Romance",nm6721127,nm5387333,7.9,2456,en
38616,tt7820906,"nm2314596,nm2028116,nm5264136,nm8781499,nm1510106,nm1401678,nm0425394,nm0656739,nm9338539,nm2966488",Good Trouble,"Comedy,Drama,Romance","nm0151540,nm0267301,nm6366519,nm1827614,nm0355092,nm1290115,nm0632598,nm0425394,nm4982198,nm0956603,nm1401678,nm3483931,nm0069079,nm0933156,nm0001370,nm1437396,nm0656739,nm0126032,nm1779916,nm0160840,nm3742069,nm0934663,nm0575598,nm0005496,nm0005559","nm1401678,nm0425394,nm0656739,nm3890457,nm6779983,nm5048880,nm4679741,nm6698365,nm3543478,nm4218082,nm3795356,nm2656711,nm6040914,nm7962171,nm5408186,nm1719286,nm3688118,nm2514461,nm5575598,nm10548337,nm12333411,nm1785763,nm4739522,nm1718886,nm8144784,nm10354177,nm4003448,nm1646492,nm4954982,nm7770289,nm6984474",7.5,7549,en
38628,tt7821582,"nm0015137,nm0818055,nm0001616,nm0429171,nm1066970,nm2838492,nm1139632,nm1931436,nm0478762,nm0004729",Truth Be Told,"Crime,Drama,Mystery","nm1031708,nm0735504,nm0027413,nm1469403,nm0003163,nm0003398,nm0133773,nm3510385,nm2980507,nm0870295,nm0929360,nm1288934","nm9526978,nm2838492,nm1293303,nm8834706,nm3554162,nm1475647,nm0425780,nm4165218,nm4965660,nm0225272,nm8834704,nm3969927,nm2711410,nm3097268,nm5930457,nm0781976,nm0167117",7.1,13581,ja
38640,tt7826108,"nm4564885,nm5131141,nm9672829,nm0728762,nm10818386,nm0053322,nm5310164,nm5982712,nm2416847,nm7255172",Raising Dion,"Drama,Sci-Fi","nm0542960,nm5310164,nm0056006,nm0325290,nm0177512,nm0335337,nm3768241","nm0053322,nm5310164,nm8487450,nm0974533,nm0413407,nm5408186,nm3242689,nm0827985,nm0893262,nm0054497,nm3140874,nm5982712",7.1,15463,en
38650,tt7826376,"nm0205657,nm2064412,nm3698103,nm3769827,nm2827538,nm0199948,nm3707003,nm2554244,nm1274111,nm4881498",Upload,"Comedy,Mystery,Sci-Fi","nm1743387,nm4973571,nm0199948,nm0717225,nm0998825,nm0718125,nm0736821,nm2011696","nm0199948,nm5842825,nm12507806,nm2554244,nm1474425,nm7870269,nm4227392,nm3061701,nm4673235,nm9218894,nm7237347,nm3910400,nm3810832,nm6269810",7.9,67960,en
38663,tt7829834,"nm0001122,nm0001468,nm2578007,nm0000123,nm0275486,nm0001769,nm1682433,nm5324796,nm4246745,nm1840504",My Next Guest Needs No Introduction with David Letterman,Talk-Show,"nm0094397,nm0728607,nm3299117,nm2589280",nm0001468,7.9,5925,en
38671,tt7834636,"nm11093232,nm8766054,nm10620824,nm5977343,nm10623094,nm8151134,nm6596124,nm11021766,nm12401702,nm8383099",HIStory,"Drama,Romance","nm9536754,nm4747589,nm9536836,nm4750656","nm9534297,nm8658916,nm8602228",8.1,1088,en
38684,tt7836688,"nm2594314,nm5667822,nm2573928,nm2885728,nm2977461,nm1145982,nm2932868,nm5240345,nm4303311,nm4262853",Sora yori mo Tooi Basho,"Adventure,Animation,Comedy","nm3966426,nm11108400,nm10704494,nm1356454,nm8599174,nm1803423,nm0959970",nm2438224,8.2,2394,en
38689,tt7841278,"nm0407769,nm0784127,nm0100460,nm0929582,nm0904102,nm0376826,nm5758615,nm9811719,nm3830218,nm1884723",Grenslanders,"Crime,Drama,Thriller",nm0116830,"nm0195720,nm0116830",6.2,532,en
38691,tt7845644,"nm5336958,nm0453115,nm1015262,nm1699444,nm4007865,nm2057975,nm0679902,nm10146989,nm9494909,nm5337115",Single Parents,Comedy,"nm0641721,nm0934864,nm0192478,nm2307949,nm2094436,nm2315446,nm1449136,nm0000625,nm0962849,nm0036496,nm1440863,nm0151540,nm0154079,nm0390657,nm0963082,nm0998825,nm0294492,nm1055493,nm1321658,nm0918078,nm0926526","nm2057975,nm0679902,nm0455720,nm10172418,nm3374402,nm4975913,nm10414704,nm10137848,nm2039090,nm4974947,nm1645193,nm3281571,nm0566503,nm6455632,nm3269545,nm6165415,nm2903805,nm1622901,nm1068488,nm1571096,nm3769881,nm4699932,nm7292438",7.1,6490,en
38698,tt7845798,"nm8379182,nm3841091,nm7618047,nm9580458,nm4131562,nm9580457,nm1882579,nm8821619,nm5453665,nm1796211",Die Trying,Comedy,nm7162533,"nm8821619,nm4414872,nm5453665,nm8767686,nm4131562",6.7,1111,en
38699,tt7849864,"nm2732909,nm0571727,nm0681782,nm1792900,nm0954253,nm1151899,nm2006513,nm1872697,nm0047504,nm0766662",Grey's Anatomy: The Webisodes,Drama,"nm0237711,nm12832288,nm0883219,nm0339178","nm2547449,nm4812958,nm2939882,nm12832577,nm1826634,nm2588062,nm0722274",7.3,572,en
38707,tt7854216,"nm7058294,nm1794507,nm7785774,nm9721920,nm3896604,nm1138343,nm4568761,nm9721919,nm3712654,nm2623509",Baieti de Oras,Comedy,nm2681986,nm1794507,8.1,565,en
38708,tt7861612,"nm2301384,nm2976830,nm5781469,nm3399669,nm0424509,nm0215277,nm0085860,nm7739715,nm4989141,nm0006878",The InBetween,"Crime,Drama,Fantasy","nm1204568,nm1950996,nm0343622,nm0618779,nm0675894,nm0797136,nm0844896,nm0864268,nm0952352","nm0215277,nm5267869,nm3846767,nm2647760,nm6109024,nm0822748,nm0325494,nm0368818,nm6406162,nm1288966",7.0,4155,fr
38715,tt7865090,"nm5204895,nm3727237,nm9549868,nm5957228,nm2977461,nm6506265,nm7429639,nm4974834,nm6548466,nm1799368",DARLING in the FRANXX,"Action,Animation,Drama","nm2031461,nm2681008,nm8947574,nm3440248,nm4796122,nm8256291,nm10492155,nm2857829,nm4883366,nm10531910,nm4388387,nm2667056,nm2638876,nm5157060,nm2736898,nm10492154,nm7947167","nm3167103,nm1890325,nm5003154,nm11001245,nm1536195,nm2031461",7.3,10979,en
38726,tt7865962,"nm11059665,nm6534268,nm6229009,nm8506457,nm8062274,nm8506459,nm7867358,nm8506461,nm7808003,nm6003777",Dallyeola Bangtan!,Game-Show,\N,\N,9.6,2113,ja
38731,tt7866098,"nm1836948,nm1785054,nm0156940,nm1406239,nm0265670,nm2428846,nm5452659,nm2973326,nm2288842,nm0005501",The Village,Drama,"nm0220049,nm0813164,nm0819083,nm1286069,nm1063492,nm0243109","nm2428846,nm2641372,nm2153198,nm6391312,nm1618220,nm1802517,nm3074695,nm1459623",7.4,2161,en
38736,tt7866314,"nm7808003,nm6229009,nm8506461,nm6534268,nm8062274,nm8506457,nm8506459,nm7867358",BTS: Bon Voyage,Reality-TV,\N,\N,9.5,2032,en
38741,tt7867522,"nm0617394,nm1279980,nm1402546,nm0466636,nm0901346,nm1815157,nm0899464,nm3922249,nm2800616,nm10108366",Bullets,"Crime,Drama,Thriller",nm2344915,"nm1815157,nm0899464,nm10108431,nm0897259",6.5,611,en
38746,tt7875794,"nm1712004,nm0635109,nm9157064,nm0653626,nm5648322,nm0226148,nm1272970,nm0325789,nm0005251,nm3162723",Wisting,"Crime,Drama","nm0226148,nm1030782","nm0226148,nm9337809,nm2955990,nm6207210,nm4411579,nm3990486,nm1082578",7.3,6794,en
38755,tt7879138,"nm6233871,nm4987686",KILLING BITES,"Action,Animation,Sci-Fi",nm7642612,nm8643271,6.3,558,en
38760,tt7879820,"nm0089429,nm8609229,nm7535414,nm6334704,nm7081158,nm0327659,nm0353183,nm0411897,nm0305268,nm5041191",On My Block,"Comedy,Drama","nm0411897,nm1451294,nm1286069,nm0353183,nm0277893,nm5502262,nm0305519,nm1864154,nm7693893,nm2551273","nm0327659,nm0353183,nm0411897,nm1719286,nm5054624,nm3597491,nm4659687,nm4476205,nm3857935,nm1403589,nm9872743,nm5931973,nm6537189",7.9,17155,en
38770,tt7880766,"nm3124100,nm7367311,nm9313874,nm9041227,nm3882344,nm7690350,nm9559477,nm4072620,nm1384029,nm0273815",Jijaji Chhat Par Hai,"Comedy,Romance",nm5460792,"nm3806212,nm1394917",7.9,1198,en
38771,tt7889220,"nm11489696,nm1976365,nm0001770,nm0316795,nm9626545,nm4125320,nm5977705,nm5546440,nm7036508,nm11482078",Dirty Money,"Crime,Documentary","nm5705851,nm0316795,nm1097475,nm2770831,nm0608999,nm0001770,nm0114182,nm2595452,nm2784978,nm1830532,nm0537737,nm3525500,nm1412827",nm12590262,8.1,9508,en
38778,tt7890244,"nm3606690,nm1045791,nm1097536,nm2246822,nm9564427,nm8044334,nm0014215,nm9721970,nm8471387,nm11132464",Miseuti,"Drama,Mystery,Romance",nm5603150,nm9678405,8.0,717,ja
38784,tt7890304,"nm3014842,nm6524391,nm7947860,nm1696090,nm7414945,nm6718695,nm8027735,nm9170918,nm8556873,nm3209606",Eulachacha Waikiki,"Comedy,Drama",nm2392600,nm11377750,8.2,2487,en
38793,tt7895706,"nm1019338,nm0570364,nm0082450,nm1578661,nm0216724,nm3367358,nm2395586,nm1236421,nm4049947,nm0542133",The Joel McHale Show with Joel McHale,Comedy,"nm0687390,nm1044437,nm1219611,nm2370462,nm1890588,nm1260607","nm1236421,nm0216724,nm2201178,nm7095748,nm0570364,nm1578661,nm1552522,nm1953794,nm3367358",7.1,2437,en
38794,tt7897050,"nm8937582,nm7429639,nm8225844,nm4808080,nm3001460,nm3646112,nm4048190,nm2335252,nm3265752,nm7607995",Record of Grancrest War,"Action,Adventure,Animation",nm1119214,"nm0594686,nm1271019,nm9567596,nm4967543,nm4006402,nm12314822,nm5158360,nm8349171",7.1,1014,ja
38799,tt7899698,"nm6372524,nm7814011,nm6575563",Khaani,Romance,nm3221685,nm9549474,7.8,1040,en
38801,tt7905548,"nm9603582,nm3475396,nm3802082,nm0905676,nm9603580,nm2956356,nm2268479,nm6773271,nm2907059,nm8725988",La otra mirada,Drama,"nm3421464,nm2286115,nm2661779,nm2364398,nm2692858","nm2956356,nm2268479,nm6584104,nm2708540,nm2532126,nm2277092,nm5924376,nm2459306,nm0544416",7.6,585,en
38804,tt7907916,"nm9591531,nm3129350,nm5402366,nm2106637,nm3046771,nm0800108,nm1520649,nm2446835,nm0325013,nm9427334",Ugly Delicious,Documentary,"nm3335696,nm1365879,nm0772907,nm0299990",\N,7.8,3623,en
38806,tt7907922,"nm1027986,nm0296545,nm0000532,nm4478685,nm1941294,nm0670408,nm1378213,nm1618804,nm8458664,nm4883026",Truth Seekers,"Comedy,Drama,Fantasy",nm1637768,"nm0296545,nm0670408,nm1378213,nm1618804",7.0,13848,en
38817,tt7908628,"nm1268375,nm1315378,nm1546196,nm5857106,nm2957490,nm1318596,nm1515989,nm1102891,nm1449215,nm0427964",What We Do in the Shadows,"Comedy,Fantasy,Horror","nm1251520,nm1760830,nm1318596,nm0169806,nm1101310,nm0938471,nm0284609,nm1637785,nm3090510","nm1318596,nm0169806,nm6665148,nm11520576,nm9474930,nm10699162,nm3010894,nm0799995,nm9789526,nm4673235,nm8440166,nm0426169,nm2854926,nm0545713,nm1376372,nm0509288,nm0606597,nm0765290,nm8424843,nm8731249",8.6,80393,en
38830,tt7908756,"nm11221274,nm0001073,nm0001427,nm6262342,nm0242257,nm0040138,nm1279721,nm8578280,nm0000227,nm0175415",Shining Vale,"Comedy,Fantasy,Horror","nm0295107,nm2370148,nm1642908,nm0909608,nm0005116","nm0040138,nm1279721,nm0089369,nm5626577,nm2525820",6.9,3728,en
38840,tt7909878,"nm1797122,nm0992562,nm4274360,nm0488917,nm0159867,nm6713520,nm2457040,nm2600404,nm1203571,nm1502351",Advokaten,"Crime,Drama,Mystery","nm0077433,nm0460323,nm1076816","nm0317282,nm3132669,nm0503893,nm0387122,nm0742577,nm2243881,nm0363024,nm4321972,nm0512007,nm4926889,nm6095874,nm2536305,nm6713520",7.0,1732,en
38844,tt7913450,"nm0001714,nm1482818,nm5555747,nm0001399,nm1564087,nm1127336,nm3457380,nm2303079,nm9560745,nm0000656",Soundtrack,"Drama,Musical","nm0004610,nm0335337,nm1846132,nm1488800,nm0673400,nm1127336","nm2085100,nm1127336,nm10305682,nm6148520,nm0769541,nm5912312,nm0469648,nm10766882",6.8,2166,ja
38850,tt7920500,"nm5847997,nm7192601,nm2966133,nm6733166,nm6444774,nm4049300,nm9227280,nm9239582,nm6725563,nm7754761",Skam France,"Drama,Romance","nm2524049,nm3714073","nm1134114,nm9396131,nm8137920,nm5724221,nm11009597,nm0879201,nm3229825,nm9223974,nm7799622,nm8351398,nm0525195,nm7676214,nm11573555,nm11573556,nm4049300",8.2,2825,en
38859,tt7923710,"nm6262665,nm1310525,nm3889963,nm3769206,nm1041146,nm3827087,nm1085809,nm1018275,nm8889745,nm5708841",Naui Ajusshi,"Drama,Family",nm5551047,nm2579784,9.1,7065,ja
38871,tt7923816,"nm8471312,nm7927575,nm8707282,nm3209606,nm7346685,nm1371115,nm0432429,nm9254923,nm6844249,nm4002801",Widaehan Yuhokja,"Drama,Mystery,Romance",\N,\N,7.1,1921,en
38880,tt7923832,"nm9329507,nm1728411,nm1760353,nm0462958,nm2899919,nm2477527,nm2478679,nm9600218,nm7753701,nm9737205",Avlu,"Crime,Drama","nm1729048,nm8194944,nm1656701,nm1228806","nm5923171,nm10169531,nm4826917,nm9637510,nm2208554,nm1698791,nm9737210,nm9147495,nm10425435,nm3226773,nm10476488,nm10476489,nm6388013,nm1284854,nm1729437,nm6569580,nm2488495,nm1857058,nm10136424,nm9968779",7.2,1762,fr
38888,tt7927936,"nm6633565,nm5057209,nm9584442,nm9584443,nm9584444,nm5523511,nm9577367,nm5628004,nm9171656,nm9577286",Flames,"Comedy,Drama,Romance","nm8600313,nm8976271","nm9556775,nm9584445,nm8682407,nm5523511",8.9,30699,en
38894,tt7933666,"nm0522275,nm4515899,nm4413987,nm6705101,nm7658461,nm2171329,nm0841748,nm7336696,nm2969210,nm0612818",Kokkoku,"Animation,Drama,Mystery","nm0959981,nm1723941,nm6408612,nm10624198,nm2894397,nm6894751,nm8026043,nm5519768,nm9870128,nm1167883,nm2846631",\N,7.0,702,en
38898,tt7935522,"nm7199518,nm10186098,nm2682705,nm4140194,nm6786718,nm0714561,nm8444098,nm4919778,nm8237207,nm6843014",Drug Lords,Documentary,"nm1635390,nm2609085",nm4140194,6.8,1397,en
38902,tt7937086,"nm3162211,nm9632331,nm4717919,nm5805071,nm6192445,nm2821397,nm2703676,nm6514395,nm1711235,nm3827236",The Mash Report,"Comedy,News,Talk-Show","nm1608926,nm8444051,nm1388009","nm9705409,nm4761703,nm3513232,nm10234303,nm11565540,nm6150154,nm1244232,nm3669756,nm11506974,nm9705410,nm4774916,nm2957359,nm0206470,nm10234304,nm3552340,nm10310241,nm9705412,nm9705413,nm1713751,nm3418686,nm10205829,nm10326757,nm6158037,nm10234305,nm5897500,nm10234306,nm8360025,nm9705414,nm10234307,nm10310247,nm4113476,nm10278898,nm4461214,nm2308646,nm11471769,nm12905681,nm4461009",6.1,595,en
38903,tt7938588,"nm8785636,nm4555381,nm1450877,nm0000708,nm2929682,nm3142672,nm7960400,nm9316423,nm0998499,nm4474538",Curfew,"Action,Crime,Drama","nm1142073,nm1247462","nm4621545,nm1405821,nm1231249,nm0713852,nm0810337",6.1,1829,ja
38906,tt7939218,"nm0785258,nm1987331,nm2899175,nm3142672,nm0001131,nm7473003,nm10128386,nm1634767,nm1272760,nm1365120",Devils,"Drama,Thriller","nm0403541,nm1429095","nm7473003,nm10128386,nm1634767,nm11961471,nm1272760,nm1365120,nm0785258,nm0149035,nm9598856,nm5372367,nm1270960,nm11598329,nm2136937,nm4392649,nm1825199,nm0819487,nm10985371,nm0432133,nm0377761",7.2,4581,en
38918,tt7939768,"nm9045333,nm0334179,nm4054776,nm5748413,nm7711988,nm0109359,nm0326092,nm0951135,nm10840356,nm8722481",The Mighty Ducks: Game Changers,"Comedy,Drama,Sport","nm3215024,nm0818785,nm2926263,nm1015063,nm0151540,nm0109359,nm0241049,nm0334179,nm0441899,nm0567912","nm0109359,nm0326092,nm0951135,nm2279570,nm3624496,nm0137978,nm0398763,nm4951151,nm1983498,nm3570693,nm4889200,nm5202691",7.3,5342,en
38932,tt7939800,"nm0602455,nm11789272,nm0670408,nm5114966,nm5685205,nm0504412,nm2168260,nm6444528,nm13257338,nm0421105",The Undeclared War,"Drama,Sci-Fi,Thriller",nm0467225,"nm0467225,nm1767240,nm10725242,nm5048764",6.9,3597,en
38944,tt7939808,"nm9641274,nm9592905,nm9641265,nm9641273,nm9641267,nm0750412,nm9641270,nm9641268,nm9641266,nm9641271",Drag Race Thailand,Reality-TV,\N,nm0750412,7.7,575,fr
38946,tt7942774,"nm4273749,nm0000677,nm1501374,nm0242257,nm0005227,nm1133849,nm1175237,nm1175413,nm0089456,nm3203814",The Fix,"Crime,Drama,Mystery","nm0003150,nm0085512,nm2326979,nm0650304,nm0732233,nm0007096,nm1719186,nm0957198","nm1133849,nm1175237,nm1175413,nm2991438,nm0503229,nm1355890,nm0588128,nm1830692,nm8356628,nm8223801",6.6,3136,en
38953,tt7942794,"nm1571692,nm0147825,nm0339011,nm2715338,nm8864662,nm1931044,nm9849708,nm0036651,nm3396631,nm1942893",The Neighborhood,Comedy,"nm0148252,nm0327591,nm0608402,nm0339211,nm0213257,nm0507629,nm0490133,nm0004094,nm3815120,nm0307680,nm0183615,nm0915462,nm0123273,nm0926526,nm0723597,nm1450131,nm0147825,nm2478453,nm1339949,nm0927042","nm9477614,nm4252846,nm1061400,nm4923181,nm2624024,nm5180868,nm2062772,nm7667239,nm4928180,nm5618766,nm1521239,nm3143285,nm0323068,nm1347221,nm3888948,nm0600132,nm1065184,nm10187696,nm1010379,nm0217648,nm0338892,nm7304408,nm3974775,nm0140583,nm0189137,nm4554395,nm0389668,nm2960123,nm0788420,nm0364445,nm5086027,nm3164677,nm5177608,nm4542731,nm9383819,nm0446264,nm1646519,nm0551979,nm1618265,nm10494125,nm0997055,nm0771484,nm1160352,nm3194501,nm1931044,nm5738318,nm1942893,nm1871875,nm8611581,nm1119609,nm3540321",6.6,8050,en
38963,tt7942796,"nm1349706,nm0379596,nm0917347,nm0461149,nm2309273,nm0006997,nm1325865,nm0384032,nm1085727,nm0861502",Magnum P.I.,"Action,Adventure,Crime","nm0818465,nm0251032,nm0000693,nm0710568,nm0618779,nm0624423,nm0833191,nm1143132,nm1684548,nm0644204,nm0004610,nm0881038,nm2200982,nm0509183,nm0934663,nm0205377,nm0190597,nm1062017,nm0795223,nm0163892,nm0343622,nm0510912,nm1234893,nm0076167,nm5831383,nm0863990,nm0140969,nm0400486,nm0904169,nm0428614,nm2727412,nm0946475,nm1534600,nm0379596","nm0069074,nm0488991,nm0006997,nm1325865,nm6502746,nm3469303,nm2015567,nm2931839,nm8792233,nm0866063,nm2070099,nm1517674,nm1871198,nm1133498,nm1072572,nm0479952,nm0805133,nm0299236,nm0300081,nm5998286,nm0461149,nm1725478,nm12445915,nm0861382",6.1,14044,ja
38974,tt7942806,"nm2251717,nm2973669,nm12829896,nm6195774,nm0158207,nm2388379,nm0684371,nm4033558,nm8381520,nm3917917",Random Acts of Flyness,"Comedy,Drama,Fantasy","nm2973669,nm2346569,nm5774032,nm2792768,nm8302936,nm3707816","nm2973669,nm2792768,nm3707816,nm8302936,nm2346569,nm5774032,nm4701452,nm3489851,nm3535066,nm2388379",6.8,749,en
38977,tt7944260,"nm9639451,nm1665588,nm7621988,nm1892960,nm2709993,nm1760068,nm1758599,nm1854833,nm1059360,nm7087629",Jet Sosyete,"Comedy,Family",nm1699659,nm1665588,6.4,1882,en
38978,tt7944664,"nm2550198,nm0386286,nm1067368,nm4439231,nm0097765,nm0620450,nm2583829,nm1365137,nm2616557,nm3265752",B: The Beginning,"Action,Animation,Crime","nm0620450,nm2019707,nm5269354,nm6408612,nm0030447,nm1450276,nm1248804,nm2015297,nm3431281","nm5307340,nm2852344,nm0620450",7.1,5116,en
38984,tt7945066,"nm3950939,nm0430107,nm0267042,nm0855039,nm0266824,nm1076728,nm3586035,nm0945290,nm3545872,nm0722676",gen:LOCK,"Action,Adventure,Animation","nm1076728,nm5363370,nm5244882,nm8906267,nm6212400","nm1076728,nm10535081,nm9797965,nm2122762,nm11704033,nm1008133,nm4210310,nm0383664",7.3,1619,en
38989,tt7945720,"nm1017334,nm0110168,nm0000225,nm0051509,nm0001605,nm1017827,nm5043859,nm3400186,nm2367213,nm1285387",Dirty John,"Crime,Drama","nm0718001,nm0453003,nm0133773,nm1017827,nm0463320,nm3652021","nm1017827,nm3326877,nm5163701,nm4024003,nm1375581,nm11665732,nm1630715,nm3688777,nm2584005,nm1788547,nm2631476,nm0514735",7.2,22352,en
39000,tt7948996,"nm9316536,nm0005273,nm0427728,nm0155389,nm0645683,nm0000719,nm1648520,nm1339223,nm6228755,nm8383131",Chimerica,Drama,nm2385770,nm2990098,6.6,547,en
